Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0378,CTA-FC-0378,CTA-FC-0378,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Feedback and Insight,What principle should guide the clinician’s decision?,Persistent dismissal of concrete concerns increases the risk that functional decline will continue unaddressed.,"The examination often treats denial or minimization as an additional risk factor, not proof of a diagnosis.",WB4-C1-Q010,CTA-MQB-0333,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0379,CTA-FC-0379,CTA-FC-0379,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Distinction,Impairment vs. Incompetence,How should these concepts be separated on the exam?,"Impairment is one possible source of reduced ability, not the only source.",Identify whether the question is asking about the cause of decline or the clinician’s actual ability to perform.,WB4-C1-Q011,CTA-MQB-0334,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0380,CTA-FC-0380,CTA-FC-0380,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,California Substance-Related Standard,What principle should guide the clinician’s decision?,The BBS practice acts focus on use that is dangerous or injurious or impairs safe professional practice.,"On legal questions, look for the statutory link between substance use and danger, injury, or inability to practice safely.",WB4-C1-Q012,CTA-MQB-0335,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0381,CTA-FC-0381,CTA-FC-0381,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Recognizing a Pattern of Fatigue-Related Functional Decline,What principle should guide the clinician’s decision?,"Repeated dozing, errors, and difficulty retaining information suggest a meaningful decline in professional functioning. The first response is a prompt, focused assessment of severity, causes, client impact, and immediate safeguards. Temporary workload changes, coverage, consultation, or medical evaluation may be appropriate depending on the findings.","When a pattern suggests impairment but no immediate emergency is established, assess functioning promptly and use proportionate safeguards before choosing a permanent response.",WB4-C1-Q013,CTA-MQB-0336,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0382,CTA-FC-0382,CTA-FC-0382,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,"Disability, Bias, and Functional Assessment",What principle should guide the clinician’s decision?,"Professional impairment is a functional concept. The facts show that the clinician continues to perform essential duties safely and effectively. A disability and an effective accommodation do not, by themselves, establish impairment.","Avoid conclusions based on diagnosis, disability, or accommodation alone. Look for evidence of actual professional functioning and client impact.",WB4-C1-Q014,CTA-MQB-0337,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0383,CTA-FC-0383,CTA-FC-0383,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Colleague Impairment and Appropriate Channels,What principle should guide the clinician’s decision?,NASW ethical standards support action through appropriate channels when impairment affects practice and has not been adequately addressed.,"After feasible supportive efforts fail, the exam favors appropriate formal channels - not gossip, avoidance, or unsupported diagnosis.",WB4-C1-Q015,CTA-MQB-0338,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0384,CTA-FC-0384,CTA-FC-0384,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,"Impairment, Income, and Professional Responsibility",What principle should guide the clinician’s decision?,"The functional effects are already compromising professional performance, and financial pressure does not justify unsafe practice.",Do not stigmatize the condition; focus on actual functional effects and whether the clinician responds responsibly.,WB4-C1-Q016,CTA-MQB-0339,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0385,CTA-FC-0385,CTA-FC-0385,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,1,Recognizing Professional Impairment,Application Principle,Comprehensive Impairment Analysis,What principle should guide the clinician’s decision?,"Identify the functional decline, assess immediate client risk, use appropriate supervision and health support, modify or stop affected duties as needed, arrange continuity of care, and reevaluate before resuming full responsibilities This integrates recognition, risk assessment, proportionate action, professional assistance, continuity, and return-to-practice evaluation.","For integrated questions, organize the facts using FUNCTION, PATTERN, RISK, RESPONSE, and CONTINUITY.",WB4-C1-Q017,CTA-MQB-0340,WB4-C1,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0386,CTA-FC-0386,CTA-FC-0386,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Distinction,Substance Use vs. Impairment,How should these concepts be separated on the exam?,"Professional impairment is a functional concept tied to safe, ethical, and effective performance.",Choose the answer that connects substance effects to current professional functioning and client protection.,WB4-C2-Q001,CTA-MQB-0341,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0387,CTA-FC-0387,CTA-FC-0387,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Key Concept,Prescribed Medication,What is the key principle to remember?,"The relevant issue is the medication’s actual effect on professional functioning, addressed with appropriate medical input.","“Prescribed” answers legality of access, not the clinician’s ability to perform every duty safely.",WB4-C2-Q002,CTA-MQB-0342,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0388,CTA-FC-0388,CTA-FC-0388,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Application Principle,Off-Duty Residual Effects,What principle should guide the clinician’s decision?,"Off-duty conduct becomes professionally relevant when its effects carry into judgment, reliability, or client care.","Focus on carryover into professional functioning, not simply the time or place of use.",WB4-C2-Q003,CTA-MQB-0343,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0389,CTA-FC-0389,CTA-FC-0389,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Distinction,Legal Status vs. Safe Practice,How should these concepts be separated on the exam?,Safe professional functioning remains the controlling issue.,Do not confuse lawful possession or use with professional fitness for a specific duty.,WB4-C2-Q004,CTA-MQB-0344,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0390,CTA-FC-0390,CTA-FC-0390,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Application Principle,Use Without Functional Impact,What principle should guide the clinician’s decision?,Substance use and professional impairment are not interchangeable.,Do not infer impairment from use alone when the stem affirmatively shows intact functioning.,WB4-C2-Q006,CTA-MQB-0346,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0391,CTA-FC-0391,CTA-FC-0391,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Application Principle,Immediate Client Safety,What principle should guide the clinician’s decision?,Objective signs and the high-risk assignment require immediate protective action and coverage.,"In an urgent safety scenario, coverage and protection come before diagnostic certainty.",WB4-C2-Q007,CTA-MQB-0347,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0392,CTA-FC-0392,CTA-FC-0392,Active,KEEP-LCSW,Workbook 4,Professional Impairment,4,2,Substance Use and Professional Impairment,Application Principle,Medication Side Effects and High-Risk Work,What principle should guide the clinician’s decision?,"Assess current fitness for crisis work, seek medical guidance, and modify duties or scheduling as needed to protect clients This response addresses both the health issue and the current professional duty.",Select the answer that addresses present client risk while using appropriate medical consultation.,WB4-C2-Q008,CTA-MQB-0348,WB4-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
